2024-07-14 08:57:23,15a81bf56b14,bgp_con2,89.14%,36.93MiB / 90MiB,41.04%,0B / 0B,0B / 49.2kB,21
2024-07-14 08:57:26,42d388a70d30,bgp_con1,89.20%,34.27MiB / 90MiB,38.08%,0B / 0B,0B / 81.9kB,20
2024-07-14 08:57:26,15a81bf56b14,bgp_con2,89.66%,37.06MiB / 90MiB,41.18%,0B / 0B,0B / 49.2kB,21
2024-07-14 08:57:29,42d388a70d30,bgp_con1,88.70%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 81.9kB,20
2024-07-14 08:57:29,15a81bf56b14,bgp_con2,89.53%,37.06MiB / 90MiB,41.18%,0B / 0B,0B / 57.3kB,21
2024-07-14 08:57:32,42d388a70d30,bgp_con1,89.10%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 81.9kB,20
2024-07-14 08:57:32,15a81bf56b14,bgp_con2,89.55%,37.06MiB / 90MiB,41.18%,0B / 0B,0B / 57.3kB,21
2024-07-14 08:57:35,42d388a70d30,bgp_con1,89.13%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 90.1kB,20
2024-07-14 08:57:35,15a81bf56b14,bgp_con2,89.47%,36.93MiB / 90MiB,41.04%,0B / 0B,0B / 65.5kB,21
2024-07-14 08:57:38,42d388a70d30,bgp_con1,89.03%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 98.3kB,20
2024-07-14 08:57:38,15a81bf56b14,bgp_con2,89.34%,36.94MiB / 90MiB,41.05%,0B / 0B,0B / 65.5kB,21
2024-07-14 08:57:41,42d388a70d30,bgp_con1,89.23%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 98.3kB,20
2024-07-14 08:57:41,15a81bf56b14,bgp_con2,89.19%,37.07MiB / 90MiB,41.18%,0B / 0B,0B / 81.9kB,21
2024-07-14 08:57:44,42d388a70d30,bgp_con1,88.53%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 106kB,20
2024-07-14 08:57:44,15a81bf56b14,bgp_con2,89.43%,36.94MiB / 90MiB,41.05%,0B / 0B,0B / 90.1kB,21
2024-07-14 08:57:47,42d388a70d30,bgp_con1,88.61%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 106kB,20
2024-07-14 08:57:47,15a81bf56b14,bgp_con2,89.39%,37.07MiB / 90MiB,41.18%,0B / 0B,0B / 90.1kB,21
2024-07-14 08:57:50,42d388a70d30,bgp_con1,88.59%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 115kB,20
2024-07-14 08:57:50,15a81bf56b14,bgp_con2,89.29%,36.94MiB / 90MiB,41.05%,0B / 0B,0B / 98.3kB,21
2024-07-14 08:57:53,42d388a70d30,bgp_con1,89.08%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 115kB,20
2024-07-14 08:57:53,15a81bf56b14,bgp_con2,89.24%,36.94MiB / 90MiB,41.05%,0B / 0B,0B / 98.3kB,21
2024-07-14 08:57:57,42d388a70d30,bgp_con1,89.26%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 123kB,20
2024-07-14 08:57:57,15a81bf56b14,bgp_con2,89.47%,37.07MiB / 90MiB,41.18%,0B / 0B,0B / 106kB,21
2024-07-14 08:58:00,42d388a70d30,bgp_con1,89.33%,34.14MiB / 90MiB,37.94%,0B / 0B,0B / 123kB,20
2024-07-14 08:58:00,15a81bf56b14,bgp_con2,89.34%,36.94MiB / 90MiB,41.05%,0B / 0B,0B / 106kB,21
2024-07-14 08:58:03,42d388a70d30,bgp_con1,89.46%,34.28MiB / 90MiB,38.09%,0B / 0B,0B / 139kB,20
2024-07-14 08:58:03,15a81bf56b14,bgp_con2,89.46%,36.95MiB / 90MiB,41.05%,0B / 0B,0B / 115kB,21
2024-07-14 08:58:06,42d388a70d30,bgp_con1,89.23%,34.28MiB / 90MiB,38.09%,0B / 0B,0B / 139kB,20
2024-07-14 08:58:06,15a81bf56b14,bgp_con2,89.44%,36.95MiB / 90MiB,41.05%,0B / 0B,0B / 115kB,21
2024-07-14 08:58:09,42d388a70d30,bgp_con1,90.19%,23.52MiB / 90MiB,26.13%,0B / 0B,0B / 147kB,19
2024-07-14 08:58:09,15a81bf56b14,bgp_con2,90.81%,26.3MiB / 90MiB,29.22%,0B / 0B,0B / 123kB,20
2024-07-14 08:58:12,42d388a70d30,bgp_con1,89.44%,23.61MiB / 90MiB,26.23%,0B / 0B,0B / 147kB,19
2024-07-14 08:58:12,15a81bf56b14,bgp_con2,89.19%,26.27MiB / 90MiB,29.19%,0B / 0B,0B / 123kB,20
2024-07-14 08:58:15,42d388a70d30,bgp_con1,69.71%,22.88MiB / 90MiB,25.43%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:15,15a81bf56b14,bgp_con2,68.62%,25.27MiB / 90MiB,28.08%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:18,42d388a70d30,bgp_con1,0.00%,22.83MiB / 90MiB,25.37%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:18,15a81bf56b14,bgp_con2,0.19%,25.37MiB / 90MiB,28.19%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:21,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.36%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:21,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:24,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:24,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:27,42d388a70d30,bgp_con1,0.21%,22.94MiB / 90MiB,25.49%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:27,15a81bf56b14,bgp_con2,0.04%,25.37MiB / 90MiB,28.19%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:30,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:30,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:33,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:33,15a81bf56b14,bgp_con2,0.08%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:36,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:36,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:39,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:39,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:42,42d388a70d30,bgp_con1,0.13%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:42,15a81bf56b14,bgp_con2,0.12%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:45,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:45,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:48,42d388a70d30,bgp_con1,0.00%,22.94MiB / 90MiB,25.49%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:48,15a81bf56b14,bgp_con2,0.05%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:51,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:51,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:54,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:54,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:58:57,42d388a70d30,bgp_con1,0.23%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:58:57,15a81bf56b14,bgp_con2,0.07%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:00,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:00,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:03,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:03,15a81bf56b14,bgp_con2,0.08%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:06,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:06,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:09,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:09,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:12,42d388a70d30,bgp_con1,0.22%,22.94MiB / 90MiB,25.49%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:12,15a81bf56b14,bgp_con2,0.10%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:15,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:15,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:18,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:18,15a81bf56b14,bgp_con2,0.04%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:21,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:21,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:24,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:24,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:27,42d388a70d30,bgp_con1,0.12%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:27,15a81bf56b14,bgp_con2,0.18%,25.37MiB / 90MiB,28.19%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:30,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:30,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:33,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:33,15a81bf56b14,bgp_con2,0.02%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:36,42d388a70d30,bgp_con1,0.02%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:36,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:39,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:39,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:42,42d388a70d30,bgp_con1,0.11%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:42,15a81bf56b14,bgp_con2,0.11%,25.37MiB / 90MiB,28.19%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:45,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:45,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:48,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:48,15a81bf56b14,bgp_con2,0.03%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:51,42d388a70d30,bgp_con1,0.03%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:51,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:54,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:54,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 08:59:57,42d388a70d30,bgp_con1,0.13%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 08:59:57,15a81bf56b14,bgp_con2,0.10%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 09:00:00,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 09:00:00,15a81bf56b14,bgp_con2,0.00%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 09:00:03,42d388a70d30,bgp_con1,0.00%,22.82MiB / 90MiB,25.35%,0B / 0B,0B / 147kB,16
2024-07-14 09:00:03,15a81bf56b14,bgp_con2,0.03%,25.25MiB / 90MiB,28.05%,0B / 0B,0B / 123kB,19
2024-07-14 14:04:24,d51f811d2045,bgp_con1,38.03%,22.47MiB / 30MiB,74.91%,0B / 0B,0B / 8.19kB,18
2024-07-14 14:04:24,eb48f1c74486,bgp_con2,0.00%,1.832MiB / 30MiB,6.11%,0B / 0B,0B / 0B,1
2024-07-14 14:04:28,d51f811d2045,bgp_con1,0.00%,22.3MiB / 30MiB,74.34%,0B / 0B,0B / 8.19kB,18
2024-07-14 14:04:28,eb48f1c74486,bgp_con2,0.00%,1.762MiB / 30MiB,5.87%,0B / 0B,0B / 0B,1
2024-07-14 14:04:31,d51f811d2045,bgp_con1,0.00%,20.85MiB / 30MiB,69.49%,0B / 0B,0B / 16.4kB,16
2024-07-14 14:04:31,eb48f1c74486,bgp_con2,0.00%,22.31MiB / 30MiB,74.38%,0B / 0B,8.19kB / 8.19kB,18
2024-07-14 14:04:35,d51f811d2045,bgp_con1,18.96%,20.87MiB / 30MiB,69.57%,0B / 0B,0B / 16.4kB,16
2024-07-14 14:04:35,eb48f1c74486,bgp_con2,0.00%,20.82MiB / 30MiB,69.40%,0B / 0B,8.19kB / 16.4kB,16
2024-07-14 14:04:38,d51f811d2045,bgp_con1,0.00%,20.86MiB / 30MiB,69.53%,0B / 0B,0B / 16.4kB,16
2024-07-14 14:04:38,eb48f1c74486,bgp_con2,0.18%,21.19MiB / 30MiB,70.62%,0B / 0B,8.19kB / 16.4kB,16
2024-07-14 14:04:42,d51f811d2045,bgp_con1,0.00%,20.86MiB / 30MiB,69.54%,0B / 0B,0B / 16.4kB,16
2024-07-14 14:04:42,eb48f1c74486,bgp_con2,0.00%,20.83MiB / 30MiB,69.44%,0B / 0B,8.19kB / 16.4kB,16
2024-07-14 14:04:45,d51f811d2045,bgp_con1,0.00%,20.86MiB / 30MiB,69.53%,0B / 0B,0B / 16.4kB,16
2024-07-14 14:04:45,eb48f1c74486,bgp_con2,7.77%,21.36MiB / 30MiB,71.21%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:04:49,d51f811d2045,bgp_con1,0.00%,20.88MiB / 30MiB,69.60%,0B / 0B,0B / 16.4kB,16
2024-07-14 14:04:49,eb48f1c74486,bgp_con2,0.19%,21.32MiB / 30MiB,71.07%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:04:53,d51f811d2045,bgp_con1,83.38%,21.59MiB / 30MiB,71.98%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:04:53,eb48f1c74486,bgp_con2,85.48%,24.09MiB / 30MiB,80.30%,0B / 0B,8.19kB / 16.4kB,20
2024-07-14 14:04:56,d51f811d2045,bgp_con1,85.32%,21.57MiB / 30MiB,71.91%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:04:56,eb48f1c74486,bgp_con2,91.50%,18.14MiB / 30MiB,60.47%,0B / 0B,16.4kB / 16.4kB,14
2024-07-14 14:04:59,d51f811d2045,bgp_con1,88.67%,21.57MiB / 30MiB,71.91%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:04:59,eb48f1c74486,bgp_con2,89.30%,18.04MiB / 30MiB,60.14%,0B / 0B,16.4kB / 16.4kB,14
2024-07-14 14:05:02,d51f811d2045,bgp_con1,89.59%,21.57MiB / 30MiB,71.91%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:05:02,eb48f1c74486,bgp_con2,89.36%,19.5MiB / 30MiB,65.01%,0B / 0B,16.4kB / 32.8kB,12
2024-07-14 14:05:05,d51f811d2045,bgp_con1,89.55%,21.57MiB / 30MiB,71.91%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:05:05,eb48f1c74486,bgp_con2,89.31%,19.46MiB / 30MiB,64.87%,0B / 0B,16.4kB / 32.8kB,12
2024-07-14 14:05:08,d51f811d2045,bgp_con1,89.35%,21.57MiB / 30MiB,71.91%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:05:08,eb48f1c74486,bgp_con2,89.11%,19.47MiB / 30MiB,64.90%,0B / 0B,16.4kB / 41kB,12
2024-07-14 14:05:11,d51f811d2045,bgp_con1,82.36%,21.58MiB / 30MiB,71.93%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:05:11,eb48f1c74486,bgp_con2,89.18%,19.72MiB / 30MiB,65.74%,0B / 0B,16.4kB / 41kB,12
2024-07-14 14:05:14,d51f811d2045,bgp_con1,87.90%,21.7MiB / 30MiB,72.33%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:05:14,eb48f1c74486,bgp_con2,89.21%,19.47MiB / 30MiB,64.91%,0B / 0B,16.4kB / 41kB,12
2024-07-14 14:05:17,d51f811d2045,bgp_con1,89.90%,21.57MiB / 30MiB,71.91%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:05:17,eb48f1c74486,bgp_con2,89.26%,19.47MiB / 30MiB,64.91%,0B / 0B,16.4kB / 41kB,12
2024-07-14 14:05:20,d51f811d2045,bgp_con1,89.50%,21.57MiB / 30MiB,71.91%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:05:20,eb48f1c74486,bgp_con2,89.41%,19.47MiB / 30MiB,64.90%,0B / 0B,16.4kB / 41kB,12
2024-07-14 14:05:23,d51f811d2045,bgp_con1,89.37%,21.57MiB / 30MiB,71.91%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:05:23,eb48f1c74486,bgp_con2,89.11%,19.48MiB / 30MiB,64.93%,0B / 0B,16.4kB / 41kB,12
2024-07-14 14:05:26,d51f811d2045,bgp_con1,88.03%,21.7MiB / 30MiB,72.33%,0B / 0B,0B / 16.4kB,19
2024-07-14 14:05:26,eb48f1c74486,bgp_con2,89.24%,19.47MiB / 30MiB,64.90%,0B / 0B,16.4kB / 41kB,12
2024-07-14 14:07:54,77fb4c2fb52e,bgp_con1,36.95%,22.4MiB / 30MiB,74.67%,0B / 0B,8.19kB / 8.19kB,18
2024-07-14 14:07:54,a14ec32af604,bgp_con2,0.00%,1.758MiB / 30MiB,5.86%,0B / 0B,0B / 0B,1
2024-07-14 14:07:58,77fb4c2fb52e,bgp_con1,0.00%,22.3MiB / 30MiB,74.32%,0B / 0B,8.19kB / 8.19kB,18
2024-07-14 14:07:58,a14ec32af604,bgp_con2,14.43%,16.4MiB / 30MiB,54.66%,0B / 0B,0B / 0B,11
2024-07-14 14:08:02,77fb4c2fb52e,bgp_con1,0.00%,20.84MiB / 30MiB,69.45%,0B / 0B,8.19kB / 16.4kB,16
2024-07-14 14:08:02,a14ec32af604,bgp_con2,0.00%,22.28MiB / 30MiB,74.26%,0B / 0B,8.19kB / 8.19kB,18
2024-07-14 14:08:05,77fb4c2fb52e,bgp_con1,0.00%,20.86MiB / 30MiB,69.54%,0B / 0B,8.19kB / 16.4kB,16
2024-07-14 14:08:05,a14ec32af604,bgp_con2,0.00%,20.82MiB / 30MiB,69.41%,0B / 0B,8.19kB / 16.4kB,16
2024-07-14 14:08:09,77fb4c2fb52e,bgp_con1,6.39%,21.03MiB / 30MiB,70.09%,0B / 0B,8.19kB / 16.4kB,16
2024-07-14 14:08:09,a14ec32af604,bgp_con2,0.00%,20.8MiB / 30MiB,69.35%,0B / 0B,8.19kB / 16.4kB,16
2024-07-14 14:08:12,77fb4c2fb52e,bgp_con1,0.00%,20.86MiB / 30MiB,69.53%,0B / 0B,8.19kB / 16.4kB,16
2024-07-14 14:08:12,a14ec32af604,bgp_con2,0.00%,21.26MiB / 30MiB,70.87%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:16,77fb4c2fb52e,bgp_con1,80.36%,21.59MiB / 30MiB,71.95%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:16,a14ec32af604,bgp_con2,84.84%,24.35MiB / 30MiB,81.16%,0B / 0B,8.19kB / 16.4kB,20
2024-07-14 14:08:19,77fb4c2fb52e,bgp_con1,88.66%,21.57MiB / 30MiB,71.91%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:19,a14ec32af604,bgp_con2,89.59%,24.33MiB / 30MiB,81.11%,0B / 0B,8.19kB / 16.4kB,20
2024-07-14 14:08:23,77fb4c2fb52e,bgp_con1,87.97%,21.57MiB / 30MiB,71.91%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:23,a14ec32af604,bgp_con2,89.30%,24.33MiB / 30MiB,81.11%,0B / 0B,8.19kB / 16.4kB,20
2024-07-14 14:08:26,77fb4c2fb52e,bgp_con1,88.07%,21.57MiB / 30MiB,71.91%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:26,a14ec32af604,bgp_con2,88.92%,24.33MiB / 30MiB,81.11%,0B / 0B,8.19kB / 16.4kB,20
2024-07-14 14:08:30,77fb4c2fb52e,bgp_con1,88.04%,21.57MiB / 30MiB,71.91%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:30,a14ec32af604,bgp_con2,88.99%,24.33MiB / 30MiB,81.11%,0B / 0B,8.19kB / 16.4kB,20
2024-07-14 14:08:34,77fb4c2fb52e,bgp_con1,88.04%,21.57MiB / 30MiB,71.91%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:34,a14ec32af604,bgp_con2,89.03%,24.83MiB / 30MiB,82.77%,0B / 0B,8.19kB / 16.4kB,20
2024-07-14 14:08:37,77fb4c2fb52e,bgp_con1,87.89%,21.57MiB / 30MiB,71.91%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:37,a14ec32af604,bgp_con2,88.95%,24.83MiB / 30MiB,82.77%,0B / 0B,8.19kB / 16.4kB,20
2024-07-14 14:08:41,77fb4c2fb52e,bgp_con1,79.42%,21.57MiB / 30MiB,71.91%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:41,a14ec32af604,bgp_con2,88.94%,24.83MiB / 30MiB,82.77%,0B / 0B,8.19kB / 16.4kB,20
2024-07-14 14:08:44,77fb4c2fb52e,bgp_con1,88.22%,21.57MiB / 30MiB,71.91%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:44,a14ec32af604,bgp_con2,89.42%,24.83MiB / 30MiB,82.77%,0B / 0B,8.19kB / 16.4kB,20
2024-07-14 14:08:48,77fb4c2fb52e,bgp_con1,88.50%,21.7MiB / 30MiB,72.33%,0B / 0B,8.19kB / 16.4kB,19
2024-07-14 14:08:48,a14ec32af604,bgp_con2,89.23%,24.83MiB / 30MiB,82.77%,0B / 0B,8.19kB / 16.4kB,20
