

"Host:","4c7a460da6ef",,,,"User:","root"
"Cmdline:","/usr/bin/dool --more --output /src/ospf/resource/frr_ospf_resource_1to3_1record.csv 1 60",,,,"Date:","05 Jul 2024 10:05:20 UTC"
"total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"procs",,,"load avg",,,"system"
"usr","sys","idl","wai","stl","read","writ","recv","send","used","free","cach","avai","run","blk","new","1m","5m","15m","time"
12.205,35.137,52.658,0,0,0,4915200,1488739008,1126651100976,12047134720,489753464832,19988869120,525088149504,62,0,26,31.160,20.160,20.890,Jul-05 10:06:05
11.911,35.048,53.041,0,0,0,2293760,1485574224,1124008586000,12050259968,489750335488,19988873216,525084909568,60,0,1,31.160,20.160,20.890,Jul-05 10:06:06
11.943,34.938,53.119,0,0,0,1572864,1497890016,1129026307792,12058525696,489742032896,19988910080,525076643840,61,0,6,33.630,20.850,21.110,Jul-05 10:06:07
11.718,35.178,53.104,0,0,0,2916352,1496045328,1130656522704,12029566976,489770983424,19988918272,525105606656,60,0,1,33.630,20.850,21.110,Jul-05 10:06:08
12.507,35.116,52.377,0,0,0,1409024,1514188896,1153066119264,12084711424,489715785728,19988971520,525050454016,62,0,37,33.630,20.850,21.110,Jul-05 10:06:09
12.276,34.820,52.904,0,0,0,4816896,1482707424,1122861843904,12063002624,489737502720,19988963328,525072179200,56,0,0,33.630,20.850,21.110,Jul-05 10:06:10
12.284,34.671,53.045,0,0,0,3801088,1494181616,1126326777760,12069703680,489730797568,19988967424,525065474048,60,0,19,33.630,20.850,21.110,Jul-05 10:06:11
11.948,34.970,53.082,0,0,0,0,1496774592,1133712723568,12061990912,489738477568,19989000192,525073186816,60,0,0,36.060,21.570,21.340,Jul-05 10:06:12
12.273,34.768,52.959,0,0,0,2129920,1526133840,1155033052480,12073893888,489726537728,19989037056,525060587520,61,0,0,36.060,21.570,21.340,Jul-05 10:06:13
12.289,35.115,52.597,0,0,0,2293760,1541454816,1185210573344,12046127104,489754304512,19989037056,525089046528,62,0,2,36.060,21.570,21.340,Jul-05 10:06:14
12.231,35.122,52.647,0,0,0,2818048,1542288000,1175355261936,12039528448,489760899072,19989041152,525095645184,56,0,56,36.060,21.570,21.340,Jul-05 10:06:15
12.057,35.114,52.830,0,0,0,2424832,1528453872,1147530179424,12051984384,489748414464,19989069824,525083193344,64,0,0,36.060,21.570,21.340,Jul-05 10:06:16
12.311,34.885,52.804,0,0,0,1409024,1534146768,1164692894432,12088811520,489711558656,19989098496,525046366208,59,0,56,38.060,22.220,21.560,Jul-05 10:06:17
11.817,35.419,52.764,0,0,0,2949120,1582817808,1202420012688,12074090496,489726271488,19989106688,525061091328,62,0,0,38.060,22.220,21.560,Jul-05 10:06:18
12.436,35.300,52.264,0,0,0,3768320,1598613264,1219106791552,12075708416,489724633088,19989127168,525059477504,62,0,37,38.060,22.220,21.560,Jul-05 10:06:19
