Connecting to host 192.168.1.2, port 5201
[  5] local 192.168.2.5 port 34200 connected to 192.168.1.2 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]  55.00-56.00  sec  7.96 GBytes  68.3 Gbits/sec    0   14.1 KBytes       
[  5]  56.00-57.00  sec  7.71 GBytes  66.2 Gbits/sec    0   14.1 KBytes       
[  5]  57.00-58.00  sec  7.59 GBytes  65.2 Gbits/sec    0   14.1 KBytes       
[  5]  58.00-59.00  sec  7.43 GBytes  63.8 Gbits/sec    0   14.1 KBytes       
[  5]  59.00-60.00  sec  8.03 GBytes  69.0 Gbits/sec    0   14.1 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec   443 GBytes  63.4 Gbits/sec    0             sender
[  5]   0.00-60.00  sec   443 GBytes  63.4 Gbits/sec                  receiver

iperf Done.
