Connecting to host 192.168.2.5, port 5201
[  5] local 192.168.1.2 port 41848 connected to 192.168.2.5 port 5201
[ 17]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 19]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 21]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 23]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 25]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 27]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 29]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 31]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 33]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 35]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 37]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 39]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 41]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 43]   9.00-10.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[SUM]   9.00-10.00  sec  8.96 GBytes  77.0 Gbits/sec    0             
- - - - - - - - - - - - - - - - - - - - - - - - -
[  5]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[  7]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[  9]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 11]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 13]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 15]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 17]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 19]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 21]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 23]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 25]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 27]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 29]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 31]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 33]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 35]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 37]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 39]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 41]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 43]  10.00-11.00  sec   460 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[SUM]  10.00-11.00  sec  8.98 GBytes  77.0 Gbits/sec    0             
- - - - - - - - - - - - - - - - - - - - - - - - -
[  5]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[  7]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[  9]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 11]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 13]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 15]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 17]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 19]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 21]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 23]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 25]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 27]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 29]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 31]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 33]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 35]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 37]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 39]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 41]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 43]  11.00-12.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[SUM]  11.00-12.00  sec  8.96 GBytes  77.0 Gbits/sec    0             
- - - - - - - - - - - - - - - - - - - - - - - - -
[  5]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[  7]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[  9]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 11]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 13]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 15]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 17]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 19]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 21]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 23]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 25]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 27]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 29]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 31]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
[ 33]  12.00-13.00  sec   459 MBytes  3.85 Gbits/sec    0   14.1 KBytes       
